,transcript,Wormbase_id,type
537,nan,WBGene00000299,nan
538,nan,WBGene00000300,nan
539,T13F2.8a.1,WBGene00000301,Coding transcript
540,T13F2.8b.1,WBGene00000301,Coding transcript
541,C56A3.7c.1,WBGene00000302,Coding transcript
542,C56A3.7b.1,WBGene00000302,Coding transcript
543,C56A3.7d.1,WBGene00000302,Coding transcript
544,C56A3.7a.1,WBGene00000302,Coding transcript
545,C04A11.t1,WBGene00000308,tRNA
546,nan,WBGene00000309,nan
547,C05C9.t1,WBGene00000310,tRNA
548,C05C9.t2,WBGene00000311,tRNA
549,R10E11.1c.1,WBGene00000366,Coding transcript
550,R10E11.1b.1,WBGene00000366,Coding transcript
551,R10E11.1a.1,WBGene00000366,Coding transcript
552,R10E11.1a.2,WBGene00000366,Coding transcript
553,C54D2.5d.1,WBGene00000367,Coding transcript
554,C54D2.5g.1,WBGene00000367,Coding transcript
555,C54D2.5e.1,WBGene00000367,Coding transcript
556,C54D2.5a.1,WBGene00000367,Coding transcript
557,C54D2.5a.2,WBGene00000367,Coding transcript
558,C54D2.5a.3,WBGene00000367,Coding transcript
559,C54D2.5c.1,WBGene00000367,Coding transcript
560,T28F2.5.1,WBGene00000368,Coding transcript
561,Y56A3A.20.1,WBGene00000369,Coding transcript
562,Y73F8A.6.1,WBGene00000370,Coding transcript
563,F26E4.9.1,WBGene00000371,Coding transcript
564,F26E4.9.2,WBGene00000371,Coding transcript
565,T10B9.10.1,WBGene00000372,Coding transcript
566,F08F3.7.1,WBGene00000373,Coding transcript
567,C01F6.3,WBGene00000374,Pseudogene
568,ZK177.5.1,WBGene00000375,Coding transcript
569,ZC518.3a.1,WBGene00000376,Coding transcript
570,ZC518.3d.1,WBGene00000376,Coding transcript
571,ZC518.3c.1,WBGene00000376,Coding transcript
572,ZC518.3c.2,WBGene00000376,Coding transcript
573,ZC518.3b.1,WBGene00000376,Coding transcript
574,ZC518.3e.1,WBGene00000376,Coding transcript
575,T05C12.7.1,WBGene00000377,Coding transcript
576,T21B10.7.1,WBGene00000378,Coding transcript
577,K01C8.10.1,WBGene00000379,Coding transcript
578,K01C8.10.2,WBGene00000379,Coding transcript
579,C07G2.3.1,WBGene00000380,Coding transcript
580,F01F1.8a.1,WBGene00000381,Coding transcript
581,F01F1.8a.2,WBGene00000381,Coding transcript
582,F01F1.8b.1,WBGene00000381,Coding transcript
583,C43E11.10.1,WBGene00000382,Coding transcript
584,C17G10.4g.1,WBGene00000383,Coding transcript
585,C17G10.4h.1,WBGene00000383,Coding transcript
586,C17G10.4d.1,WBGene00000383,Coding transcript
587,C17G10.4a.1,WBGene00000383,Coding transcript
588,C17G10.4c.1,WBGene00000383,Coding transcript
589,C17G10.4e.1,WBGene00000383,Coding transcript
590,nan,WBGene00000384,nan
591,nan,WBGene00000385,nan
592,K06A5.7.1,WBGene00000386,Coding transcript
593,F16B4.8d,WBGene00000387,non coding transcript
594,F16B4.8b.1,WBGene00000387,Coding transcript
595,F16B4.8c.1,WBGene00000387,Coding transcript
596,F16B4.8a.1,WBGene00000387,Coding transcript
597,ZK637.11.1,WBGene00000388,Coding transcript
598,R05H5.2.1,WBGene00000389,Coding transcript
599,R07G3.1.1,WBGene00000390,Coding transcript
600,C47D2.2.1,WBGene00000391,Coding transcript
601,F49E8.4.1,WBGene00000392,Coding transcript
602,C15B12.7a.1,WBGene00000393,Coding transcript
603,C15B12.7a.2,WBGene00000393,Coding transcript
604,C15B12.7c.1,WBGene00000393,Coding transcript
605,C15B12.7b.1,WBGene00000393,Coding transcript
606,C15B12.7b.2,WBGene00000393,Coding transcript
607,nan,WBGene00000394,nan
608,ZK112.7.1,WBGene00000395,Coding transcript
609,F25F2.2.1,WBGene00000396,Coding transcript
610,F08B4.2d.1,WBGene00000397,Coding transcript
611,F08B4.2b.1,WBGene00000397,Coding transcript
612,F08B4.2a.1,WBGene00000397,Coding transcript
613,F08B4.2c.1,WBGene00000397,Coding transcript
614,nan,WBGene00000398,nan
615,R05H10.6.1,WBGene00000399,Coding transcript
616,nan,WBGene00000400,nan
617,F59C12.1a.1,WBGene00000401,Coding transcript
618,F59C12.1b.1,WBGene00000401,Coding transcript
619,C45G7.5.1,WBGene00000402,Coding transcript
620,B0034.3a.1,WBGene00000403,Coding transcript
621,B0034.3d.1,WBGene00000403,Coding transcript
622,B0034.3c.1,WBGene00000403,Coding transcript
623,B0034.3b.1,WBGene00000403,Coding transcript
624,nan,WBGene00000404,nan
625,T05G5.3.1,WBGene00000405,Coding transcript
626,F18H3.5.1,WBGene00000406,Coding transcript
627,T27E9.3.1,WBGene00000407,Coding transcript
628,Y39G10AL.3.1,WBGene00000408,Coding transcript
629,Y39G10AL.3.2,WBGene00000408,Coding transcript
630,Y39G10AL.3.3,WBGene00000408,Coding transcript
631,F39H11.3.1,WBGene00000409,Coding transcript
632,H25P06.2b.1,WBGene00000410,Coding transcript
633,H25P06.2a.1,WBGene00000410,Coding transcript
634,R06F6.1.1,WBGene00000411,Coding transcript
635,F35E8.11.1,WBGene00000412,Coding transcript
636,Y54E10A.15.1,WBGene00000413,Coding transcript
637,ZK1236.2.1,WBGene00000414,Coding transcript
638,Y47H9C.4a.1,WBGene00000415,Coding transcript
639,Y47H9C.4d.1,WBGene00000415,Coding transcript
640,Y47H9C.4c.1,WBGene00000415,Coding transcript
641,Y47H9C.4b.1,WBGene00000415,Coding transcript
642,Y41D4B.13b.1,WBGene00000416,Coding transcript
643,Y41D4B.13c.1,WBGene00000416,Coding transcript
644,Y41D4B.13a.1,WBGene00000416,Coding transcript
645,C48D1.2a.1,WBGene00000417,Coding transcript
646,C48D1.2b.1,WBGene00000417,Coding transcript
647,C35D10.9a.1,WBGene00000418,Coding transcript
648,C35D10.9b.1,WBGene00000418,Coding transcript
649,C02F4.1.1,WBGene00000419,Coding transcript
650,F56D2.7.1,WBGene00000420,Coding transcript
651,C48B4.4a.1,WBGene00000421,Coding transcript
652,C48B4.4a.2,WBGene00000421,Coding transcript
653,C48B4.4b.1,WBGene00000421,Coding transcript
654,C48B4.4c.1,WBGene00000421,Coding transcript
655,C48B4.4d.1,WBGene00000421,Coding transcript
656,F08F1.5.1,WBGene00000422,Coding transcript
657,T07C4.8.1,WBGene00000423,Coding transcript
658,C09G12.8b.1,WBGene00000424,Coding transcript
659,C09G12.8a.1,WBGene00000424,Coding transcript
660,ZK512.3.1,WBGene00000425,Coding transcript
661,Y106G6E.5a.1,WBGene00000426,Coding transcript
662,Y106G6E.5b.1,WBGene00000426,Coding transcript
663,R09F10.9.1,WBGene00000427,Coding transcript
664,F16H11.4.1,WBGene00000428,Coding transcript
665,C27A12.5.1,WBGene00000429,Coding transcript
666,C16C2.1.1,WBGene00000430,Coding transcript
667,K02B12.1.1,WBGene00000431,Coding transcript
668,C34C6.8.1,WBGene00000432,Coding transcript
669,ZK265.4b.1,WBGene00000433,Coding transcript
670,ZK265.4a.1,WBGene00000433,Coding transcript
671,ZK265.4c.1,WBGene00000433,Coding transcript
672,Y65B4BR.9.1,WBGene00000434,Coding transcript
673,W03A3.1.1,WBGene00000435,Coding transcript
674,F33D11.4b.1,WBGene00000436,Coding transcript
675,F33D11.4a.1,WBGene00000436,Coding transcript
676,R13A5.5.1,WBGene00000437,Coding transcript
677,F46C8.5.1,WBGene00000438,Coding transcript
678,C13G5.1.1,WBGene00000439,Coding transcript
679,C13G5.1.2,WBGene00000439,Coding transcript
680,D1007.1.1,WBGene00000440,Coding transcript
681,ZC64.3a.1,WBGene00000441,Coding transcript
682,ZC64.3b.1,WBGene00000441,Coding transcript
683,ZC64.3b.2,WBGene00000441,Coding transcript
684,F20D12.6b.1,WBGene00000442,Coding transcript
685,F20D12.6a.1,WBGene00000442,Coding transcript
686,F31E3.1.1,WBGene00000443,Coding transcript
687,T26C11.6.1,WBGene00000444,Coding transcript
688,F29F11.5d.1,WBGene00000445,Coding transcript
689,F29F11.5e.1,WBGene00000445,Coding transcript
690,F29F11.5c.1,WBGene00000445,Coding transcript
691,F29F11.5b.1,WBGene00000445,Coding transcript
692,F29F11.5a.1,WBGene00000445,Coding transcript
693,ZK652.5.1,WBGene00000446,Coding transcript
694,F55B12.1.1,WBGene00000447,Coding transcript
695,K12H4.1.1,WBGene00000448,Coding transcript
696,F46F3.1a.1,WBGene00000449,Coding transcript
697,F46F3.1a.2,WBGene00000449,Coding transcript
698,F46F3.1b.1,WBGene00000449,Coding transcript
699,K03A11.3.1,WBGene00000450,Coding transcript
700,C33D12.7.1,WBGene00000451,Coding transcript
701,C33D12.7.2,WBGene00000451,Coding transcript
702,C33D12.1.1,WBGene00000452,Coding transcript
703,W05E10.3.1,WBGene00000453,Coding transcript
704,C10G8.7.1,WBGene00000454,Coding transcript
705,C10G8.6.1,WBGene00000455,Coding transcript
706,nan,WBGene00000456,nan
707,C37E2.4.1,WBGene00000457,Coding transcript
708,C37E2.5d.1,WBGene00000458,Coding transcript
709,C37E2.5a.1,WBGene00000458,Coding transcript
710,C37E2.5c.1,WBGene00000458,Coding transcript
711,C37E2.5b.1,WBGene00000458,Coding transcript
712,F22D3.1h.1,WBGene00000459,Coding transcript
713,F22D3.1h.2,WBGene00000459,Coding transcript
714,F22D3.1m.1,WBGene00000459,Coding transcript
715,F22D3.1d.1,WBGene00000459,Coding transcript
716,F22D3.1d.2,WBGene00000459,Coding transcript
717,F22D3.1i.1,WBGene00000459,Coding transcript
718,F22D3.1p.1,WBGene00000459,Coding transcript
719,F22D3.1p.2,WBGene00000459,Coding transcript
720,F22D3.1a.1,WBGene00000459,Coding transcript
721,F22D3.1a.2,WBGene00000459,Coding transcript
722,F22D3.1j.1,WBGene00000459,Coding transcript
723,F22D3.1k.1,WBGene00000459,Coding transcript
724,F22D3.1k.2,WBGene00000459,Coding transcript
725,F22D3.1g.1,WBGene00000459,Coding transcript
726,F22D3.1b.1,WBGene00000459,Coding transcript
727,F22D3.1b.2,WBGene00000459,Coding transcript
728,F22D3.1o.1,WBGene00000459,Coding transcript
729,F22D3.1c.1,WBGene00000459,Coding transcript
730,F22D3.1c.2,WBGene00000459,Coding transcript
731,F22D3.1l.1,WBGene00000459,Coding transcript
732,F22D3.1e.1,WBGene00000459,Coding transcript
733,F22D3.1e.2,WBGene00000459,Coding transcript
734,F22D3.1n.1,WBGene00000459,Coding transcript
735,F22D3.1f.1,WBGene00000459,Coding transcript
736,T26C11.7.1,WBGene00000460,Coding transcript
737,F17A2.5.1,WBGene00000461,Coding transcript
738,T26C11.5.1,WBGene00000462,Coding transcript
739,C28A5.4a.1,WBGene00000463,Coding transcript
740,C28A5.4b.1,WBGene00000463,Coding transcript
741,Y54F10AM.4.1,WBGene00000464,Coding transcript
742,C07G2.1a.1,WBGene00000465,Coding transcript
743,C07G2.1b.1,WBGene00000465,Coding transcript
744,C03D6.3a.1,WBGene00000466,Coding transcript
745,C03D6.3b.1,WBGene00000466,Coding transcript
746,F52B5.5a.1,WBGene00000467,Coding transcript
747,F52B5.5b.1,WBGene00000467,Coding transcript
748,F52B5.5b.2,WBGene00000467,Coding transcript
749,F52B5.5b.3,WBGene00000467,Coding transcript
750,F52B5.5b.4,WBGene00000467,Coding transcript
751,F43G9.11.1,WBGene00000468,Coding transcript
752,ZK909.4.1,WBGene00000469,Coding transcript
753,nan,WBGene00000470,nan
754,nan,WBGene00000471,nan
755,F33A8.3.1,WBGene00000472,Coding transcript
756,F46F11.2.1,WBGene00000473,Coding transcript
757,M01E11.5.1,WBGene00000474,Coding transcript
758,Y39A1C.3.1,WBGene00000475,Coding transcript
759,T23D8.8.1,WBGene00000476,Coding transcript
760,C18C4.2.1,WBGene00000477,Coding transcript
761,F27E11.3.1,WBGene00000478,Coding transcript
762,C07H6.5.1,WBGene00000479,Coding transcript
763,Y38C9A.2c.1,WBGene00000480,Coding transcript
764,Y38C9A.2b.1,WBGene00000480,Coding transcript
765,Y38C9A.2a.1,WBGene00000480,Coding transcript
766,ZC416.8b.1,WBGene00000481,Coding transcript
767,T14G8.1.1,WBGene00000482,Coding transcript
768,C55B7.12b.1,WBGene00000483,Coding transcript
769,C55B7.12a.1,WBGene00000483,Coding transcript
770,F38G1.1.1,WBGene00000484,Coding transcript
771,F18C12.1.1,WBGene00000485,Coding transcript
772,nan,WBGene00000486,nan
773,C23H5.7.1,WBGene00000487,Coding transcript
774,F26D11.10c.1,WBGene00000488,Coding transcript
775,F26D11.10a.1,WBGene00000488,Coding transcript
776,F26D11.10d.1,WBGene00000488,Coding transcript
777,F26D11.10b.1,WBGene00000488,Coding transcript
778,nan,WBGene00000489,nan
779,C27A7.4.1,WBGene00000490,Coding transcript
780,B0024.8c.1,WBGene00000491,Coding transcript
781,B0024.8d.1,WBGene00000491,Coding transcript
782,B0024.8a.1,WBGene00000491,Coding transcript
783,B0024.8b.1,WBGene00000491,Coding transcript
784,F59C6.7a.1,WBGene00000492,Coding transcript
785,F59C6.7b.1,WBGene00000492,Coding transcript
786,F56H1.1.1,WBGene00000493,Coding transcript
787,nan,WBGene00000494,nan
788,nan,WBGene00000495,nan
789,T25G3.2.1,WBGene00000496,Coding transcript
790,T25G3.2.2,WBGene00000496,Coding transcript
791,F48A11.1b.1,WBGene00000497,Coding transcript
792,F48A11.1a.1,WBGene00000497,Coding transcript
793,F48A11.1c.1,WBGene00000497,Coding transcript
794,Y39H10A.7b.1,WBGene00000498,Coding transcript
795,Y39H10A.7a.1,WBGene00000498,Coding transcript
796,Y60A3A.12.1,WBGene00000499,Coding transcript
797,T09B4.10.1,WBGene00000500,Coding transcript
798,C48D1.3.1,WBGene00000501,Coding transcript
799,Y110A7A.13.1,WBGene00000502,Coding transcript
800,C04F6.3.1,WBGene00000503,Coding transcript
801,nan,WBGene00000504,nan
802,nan,WBGene00000505,nan
803,H14E04.5.1,WBGene00000506,Coding transcript
804,F44B9.4a.1,WBGene00000507,Coding transcript
805,F44B9.3b.1,WBGene00000508,Coding transcript
806,F44B9.3b.2,WBGene00000508,Coding transcript
807,F44B9.3a.1,WBGene00000508,Coding transcript
808,C28D4.2a.1,WBGene00000509,Coding transcript
809,C28D4.2b.1,WBGene00000509,Coding transcript
810,C28D4.2c.1,WBGene00000509,Coding transcript
811,C52B9.1a.1,WBGene00000510,Coding transcript
812,C52B9.1b.1,WBGene00000510,Coding transcript
813,C52B9.1b.2,WBGene00000510,Coding transcript
814,B0285.8.1,WBGene00000511,Coding transcript
815,B0285.9.1,WBGene00000512,Coding transcript
816,B0285.10.1,WBGene00000513,Coding transcript
817,F22F7.5b,WBGene00000514,non coding transcript
818,F22F7.5a.1,WBGene00000514,Coding transcript
819,T27A10.3b.1,WBGene00000515,Coding transcript
820,T27A10.3b.2,WBGene00000515,Coding transcript
821,T27A10.3a.1,WBGene00000515,Coding transcript
822,T05A6.1.1,WBGene00000516,Coding transcript
823,T05A6.2b.1,WBGene00000517,Coding transcript
824,T05A6.2b.2,WBGene00000517,Coding transcript
825,T05A6.2c.1,WBGene00000517,Coding transcript
826,T05A6.2a.1,WBGene00000517,Coding transcript
827,T05A6.2a.2,WBGene00000517,Coding transcript
828,C05H8.1a.1,WBGene00000518,Coding transcript
829,C05H8.1b.1,WBGene00000518,Coding transcript
830,Y47D3A.4.1,WBGene00000519,Coding transcript
831,R07E5.8b.1,WBGene00000520,Coding transcript
832,R07E5.8c.1,WBGene00000520,Coding transcript
833,R07E5.8a.1,WBGene00000520,Coding transcript
834,R07E5.8a.2,WBGene00000520,Coding transcript
835,C15C8.2.1,WBGene00000521,Coding transcript
836,C09F12.1.1,WBGene00000522,Coding transcript
837,C09F12.1.2,WBGene00000522,Coding transcript
838,C01C10.1a.1,WBGene00000523,Coding transcript
839,C01C10.1b.1,WBGene00000523,Coding transcript
840,ZK563.4a.1,WBGene00000524,Coding transcript
841,ZK563.4b.1,WBGene00000524,Coding transcript
842,T05A10.2.1,WBGene00000525,Coding transcript
843,C01C10.4.1,WBGene00000526,Coding transcript
844,C36B1.1c.1,WBGene00000527,Coding transcript
845,C36B1.1b.1,WBGene00000527,Coding transcript
846,C36B1.1d.1,WBGene00000527,Coding transcript
847,C36B1.1a.1,WBGene00000527,Coding transcript
848,T27D12.2e.1,WBGene00000528,Coding transcript
849,T27D12.2c.1,WBGene00000528,Coding transcript
850,T27D12.2g.1,WBGene00000528,Coding transcript
851,T27D12.2b.1,WBGene00000528,Coding transcript
852,T27D12.2f.1,WBGene00000528,Coding transcript
853,T27D12.2d.1,WBGene00000528,Coding transcript
854,T27D12.2a.1,WBGene00000528,Coding transcript
855,B0491.8a.1,WBGene00000529,Coding transcript
856,B0491.8b.1,WBGene00000529,Coding transcript
857,B0491.8c.1,WBGene00000529,Coding transcript
858,E04F6.11b,WBGene00000530,non coding transcript
859,E04F6.11f.1,WBGene00000530,Coding transcript
860,E04F6.11g.1,WBGene00000530,Coding transcript
861,E04F6.11h.1,WBGene00000530,Coding transcript
862,E04F6.11i.1,WBGene00000530,Coding transcript
863,E04F6.11d.1,WBGene00000530,Coding transcript
864,E04F6.11e.1,WBGene00000530,Coding transcript
865,E04F6.11c.1,WBGene00000530,Coding transcript
866,E04F6.11a.1,WBGene00000530,Coding transcript
867,E04F6.11a.2,WBGene00000530,Coding transcript
868,E04F6.11a.3,WBGene00000530,Coding transcript
869,E04F6.11a.4,WBGene00000530,Coding transcript
870,T06F4.2b.1,WBGene00000531,Coding transcript
871,T06F4.2a.1,WBGene00000531,Coding transcript
872,C07H4.2.1,WBGene00000532,Coding transcript
873,R07B7.1.1,WBGene00000533,Coding transcript
874,R01B10.1b,WBGene00000534,non coding transcript
875,R01B10.1a.1,WBGene00000534,Coding transcript
876,K08B4.6.1,WBGene00000535,Coding transcript
877,ZC395.2.1,WBGene00000536,Coding transcript
878,C07H6.6.1,WBGene00000537,Coding transcript
879,nan,WBGene00000538,nan
880,F07B10.1b.1,WBGene00000539,Coding transcript
881,F07B10.1a.1,WBGene00000539,Coding transcript
882,C01G8.2.1,WBGene00000540,Coding transcript
883,ZC190.1.1,WBGene00000541,Coding transcript
884,C06G4.2b.1,WBGene00000542,Coding transcript
885,C06G4.2b.2,WBGene00000542,Coding transcript
886,C06G4.2d.1,WBGene00000542,Coding transcript
887,C06G4.2c.1,WBGene00000542,Coding transcript
888,C06G4.2a.1,WBGene00000542,Coding transcript
889,C06G4.2a.2,WBGene00000542,Coding transcript
890,T04A8.16.1,WBGene00000543,Coding transcript
891,Y47H10A.1.1,WBGene00000544,Coding transcript
892,Y39A3CL.5a.1,WBGene00000545,Coding transcript
893,Y77E11A.10.1,WBGene00000546,Coding transcript
894,Y77E11A.11a.1,WBGene00000547,Coding transcript
895,Y77E11A.11b.1,WBGene00000547,Coding transcript
896,F56D1.4c,WBGene00000548,non coding transcript
897,F56D1.4b.1,WBGene00000548,Coding transcript
898,F56D1.4e.1,WBGene00000548,Coding transcript
899,F56D1.4a.1,WBGene00000548,Coding transcript
900,F56D1.4d.1,WBGene00000548,Coding transcript
901,R107.6a.1,WBGene00000549,Coding transcript
902,R107.6b.1,WBGene00000549,Coding transcript
903,F55H2.6.1,WBGene00000550,Coding transcript
904,C50F7.2.1,WBGene00000551,Coding transcript
905,T21H3.3b.1,WBGene00000552,Coding transcript
906,T21H3.3a.1,WBGene00000552,Coding transcript
907,K07A9.2.1,WBGene00000553,Coding transcript
908,F55C10.1b.1,WBGene00000554,Coding transcript
909,F55C10.1a.1,WBGene00000554,Coding transcript
910,R09B5.2.1,WBGene00000555,Coding transcript
911,R09B5.3a.1,WBGene00000556,Coding transcript
912,R09B5.3a.2,WBGene00000556,Coding transcript
913,R09B5.3b.1,WBGene00000556,Coding transcript
914,R09B5.8.1,WBGene00000557,Coding transcript
915,R09B5.9.1,WBGene00000558,Coding transcript
916,R09B5.10.1,WBGene00000559,Coding transcript
917,Y46E12A.1.1,WBGene00000560,Coding transcript
918,C34E10.7.1,WBGene00000561,Coding transcript
919,F14H8.6c,WBGene00000562,non coding transcript
920,F14H8.6a,WBGene00000562,non coding transcript
921,F14H8.6b.1,WBGene00000562,Coding transcript
922,F14H8.6b.2,WBGene00000562,Coding transcript
923,F38E11.12.1,WBGene00000563,Coding transcript
924,R01H10.8b.1,WBGene00000564,Coding transcript
925,R01H10.8a.1,WBGene00000564,Coding transcript
926,Y17G7B.15b.1,WBGene00000565,Coding transcript
927,Y17G7B.15c.1,WBGene00000565,Coding transcript
928,Y17G7B.15a.1,WBGene00000565,Coding transcript
929,Y17G7B.15d.1,WBGene00000565,Coding transcript
930,Y39A1A.15e.1,WBGene00000566,Coding transcript
931,Y39A1A.15e.2,WBGene00000566,Coding transcript
932,Y39A1A.15e.3,WBGene00000566,Coding transcript
933,Y39A1A.15a.1,WBGene00000566,Coding transcript
934,Y39A1A.15f.1,WBGene00000566,Coding transcript
935,Y39A1A.15g.1,WBGene00000566,Coding transcript
936,Y39A1A.15c.1,WBGene00000566,Coding transcript
937,Y39A1A.15b.1,WBGene00000566,Coding transcript
938,Y39A1A.15b.2,WBGene00000566,Coding transcript
939,ZK632.6b.1,WBGene00000567,Coding transcript
940,ZK632.6a.1,WBGene00000567,Coding transcript
941,nan,WBGene00000568,nan
942,nan,WBGene00000569,nan
943,nan,WBGene00000570,nan
944,nan,WBGene00000571,nan
945,nan,WBGene00000572,nan
946,nan,WBGene00000573,nan
947,nan,WBGene00000574,nan
948,nan,WBGene00000575,nan
949,nan,WBGene00000576,nan
950,nan,WBGene00000577,nan
951,nan,WBGene00000578,nan
952,nan,WBGene00000579,nan
953,nan,WBGene00000580,nan
954,nan,WBGene00000581,nan
955,nan,WBGene00000582,nan
956,C48E7.5.1,WBGene00000583,Coding transcript
957,R03C1.3a.1,WBGene00000584,Coding transcript
958,R03C1.3b.1,WBGene00000584,Coding transcript
959,C06G3.10.1,WBGene00000585,Coding transcript
960,nan,WBGene00000586,nan
961,nan,WBGene00000587,nan
962,nan,WBGene00000588,nan
963,nan,WBGene00000589,nan
964,nan,WBGene00000590,nan
965,K08A8.3d.1,WBGene00000591,Coding transcript
966,K08A8.3a.1,WBGene00000591,Coding transcript
967,K08A8.3c.1,WBGene00000591,Coding transcript
968,K08A8.3b.1,WBGene00000591,Coding transcript
